open_time,close,y_pred,open
2021-12-26 14:00:00+02:00,0.31877,0,0.31974
2021-12-26 16:00:00+02:00,0.32307,1,0.31877
2021-12-26 18:00:00+02:00,0.326,0,0.32307
2021-12-26 20:00:00+02:00,0.3287,1,0.32602
2021-12-26 22:00:00+02:00,0.32938,0,0.32865
2021-12-27 00:00:00+02:00,0.32977,0,0.32934
2021-12-27 02:00:00+02:00,0.32965,1,0.32978
2021-12-27 04:00:00+02:00,0.33414,0,0.32974
2021-12-27 06:00:00+02:00,0.33462,0,0.33416
2021-12-27 08:00:00+02:00,0.33569,0,0.33462
2021-12-27 10:00:00+02:00,0.33596,0,0.33559
2021-12-27 12:00:00+02:00,0.34628,1,0.33597
2021-12-27 14:00:00+02:00,0.34736,1,0.34635
2021-12-27 16:00:00+02:00,0.3486,0,0.34739
2021-12-27 18:00:00+02:00,0.34958,0,0.34862
2021-12-27 20:00:00+02:00,0.34367,0,0.34959
2021-12-27 22:00:00+02:00,0.33984,0,0.34352
2021-12-28 00:00:00+02:00,0.33701,0,0.33991
2021-12-28 02:00:00+02:00,0.32736,0,0.33706
2021-12-28 04:00:00+02:00,0.32316,0,0.32729
2021-12-28 06:00:00+02:00,0.31907,1,0.32315
2021-12-28 08:00:00+02:00,0.32075,1,0.31904
2021-12-28 10:00:00+02:00,0.32074,0,0.32076
2021-12-28 12:00:00+02:00,0.3259,1,0.32072
2021-12-28 14:00:00+02:00,0.32226,0,0.32585
2021-12-28 16:00:00+02:00,0.32016,0,0.32214
2021-12-28 18:00:00+02:00,0.31305,0,0.32017
2021-12-28 20:00:00+02:00,0.30645,0,0.31284
2021-12-28 22:00:00+02:00,0.30442,1,0.3065
2021-12-29 00:00:00+02:00,0.30344,0,0.30441
2021-12-29 02:00:00+02:00,0.30459,1,0.30342
2021-12-29 04:00:00+02:00,0.30615,0,0.30446
2021-12-29 06:00:00+02:00,0.303,0,0.30629
2021-12-29 08:00:00+02:00,0.30029,0,0.30304
2021-12-29 10:00:00+02:00,0.30356,1,0.30025
2021-12-29 12:00:00+02:00,0.30188,0,0.30357
2021-12-29 14:00:00+02:00,0.29273,0,0.30188
2021-12-29 16:00:00+02:00,0.29826,1,0.29275
2021-12-29 18:00:00+02:00,0.29342,0,0.29828
2021-12-29 20:00:00+02:00,0.29157,0,0.29342
2021-12-29 22:00:00+02:00,0.29345,1,0.29153
2021-12-30 00:00:00+02:00,0.28719,0,0.29341
2021-12-30 02:00:00+02:00,0.28395,1,0.28718
2021-12-30 04:00:00+02:00,0.28045,0,0.28388
2021-12-30 06:00:00+02:00,0.28545,1,0.28049
2021-12-30 08:00:00+02:00,0.28949,1,0.28541
2021-12-30 10:00:00+02:00,0.28591,0,0.28946
2021-12-30 12:00:00+02:00,0.29211,1,0.28594
2021-12-30 14:00:00+02:00,0.29145,0,0.29205
2021-12-30 16:00:00+02:00,0.28874,0,0.29143
2021-12-30 18:00:00+02:00,0.29168,1,0.28878
2021-12-30 20:00:00+02:00,0.29142,0,0.29168
2021-12-30 22:00:00+02:00,0.2906,0,0.29142
2021-12-31 00:00:00+02:00,0.28968,0,0.2904
2021-12-31 02:00:00+02:00,0.28598,1,0.28968
2021-12-31 04:00:00+02:00,0.28744,0,0.28598
2021-12-31 06:00:00+02:00,0.2867,0,0.2874
2021-12-31 08:00:00+02:00,0.28723,1,0.2867
2021-12-31 10:00:00+02:00,0.29254,1,0.28715
2021-12-31 12:00:00+02:00,0.29114,0,0.29254
2021-12-31 14:00:00+02:00,0.29047,0,0.29125
2021-12-31 16:00:00+02:00,0.29152,1,0.29047
2021-12-31 18:00:00+02:00,0.28686,0,0.29166
2021-12-31 20:00:00+02:00,0.27594,0,0.28685
2021-12-31 22:00:00+02:00,0.28275,1,0.276
2022-01-01 00:00:00+02:00,0.28333,0,0.28279
2022-01-01 02:00:00+02:00,0.28756,1,0.28337
2022-01-01 04:00:00+02:00,0.28748,0,0.28756
2022-01-01 06:00:00+02:00,0.28811,1,0.28747
2022-01-01 08:00:00+02:00,0.28822,0,0.28817
2022-01-01 10:00:00+02:00,0.28725,0,0.28818
2022-01-01 12:00:00+02:00,0.28548,0,0.2872
2022-01-01 14:00:00+02:00,0.28828,1,0.2854
2022-01-01 16:00:00+02:00,0.28943,1,0.28826
2022-01-01 18:00:00+02:00,0.29277,1,0.28952
2022-01-01 20:00:00+02:00,0.29177,0,0.29285
2022-01-01 22:00:00+02:00,0.29219,0,0.29181
2022-01-02 00:00:00+02:00,0.29501,1,0.29215
2022-01-02 02:00:00+02:00,0.30066,0,0.29502
2022-01-02 04:00:00+02:00,0.30128,1,0.30067
2022-01-02 06:00:00+02:00,0.29995,0,0.30137
2022-01-02 08:00:00+02:00,0.29986,1,0.29994
2022-01-02 10:00:00+02:00,0.30861,1,0.29987
2022-01-02 12:00:00+02:00,0.3128,1,0.30867
2022-01-02 14:00:00+02:00,0.30927,1,0.31273
2022-01-02 16:00:00+02:00,0.31345,1,0.30919
2022-01-02 18:00:00+02:00,0.31248,0,0.31336
2022-01-02 20:00:00+02:00,0.30659,0,0.31243
2022-01-02 22:00:00+02:00,0.30866,1,0.30663
2022-01-03 00:00:00+02:00,0.31135,1,0.30869
2022-01-03 02:00:00+02:00,0.31599,1,0.31138
2022-01-03 04:00:00+02:00,0.31057,0,0.31604
2022-01-03 06:00:00+02:00,0.31304,1,0.31057
2022-01-03 08:00:00+02:00,0.30919,0,0.31303
2022-01-03 10:00:00+02:00,0.30542,0,0.30921
2022-01-03 12:00:00+02:00,0.31027,1,0.30535
2022-01-03 14:00:00+02:00,0.30969,0,0.3103
2022-01-03 16:00:00+02:00,0.30516,0,0.30965
2022-01-03 18:00:00+02:00,0.30219,0,0.30516
2022-01-03 20:00:00+02:00,0.30032,1,0.30218
2022-01-03 22:00:00+02:00,0.29739,0,0.30032
2022-01-04 00:00:00+02:00,0.30044,1,0.29742
2022-01-04 02:00:00+02:00,0.29481,0,0.30044
2022-01-04 04:00:00+02:00,0.29707,1,0.2948
2022-01-04 06:00:00+02:00,0.29843,1,0.29696
2022-01-04 08:00:00+02:00,0.30225,1,0.29849
2022-01-04 10:00:00+02:00,0.30056,0,0.30222
2022-01-04 12:00:00+02:00,0.30743,1,0.30062
2022-01-04 14:00:00+02:00,0.31082,0,0.30744
2022-01-04 16:00:00+02:00,0.31237,0,0.31085
2022-01-04 18:00:00+02:00,0.31074,0,0.31237
2022-01-04 20:00:00+02:00,0.30326,0,0.31074
2022-01-04 22:00:00+02:00,0.30575,1,0.30325
2022-01-05 00:00:00+02:00,0.30273,0,0.30571
