close,y_pred,open_time
0.12975,1,2024-05-10 03:00:00+03:00
0.12869,0,2024-05-10 05:00:00+03:00
0.12924,0,2024-05-10 07:00:00+03:00
0.12869,1,2024-05-10 09:00:00+03:00
0.12995,0,2024-05-10 11:00:00+03:00
0.13029,1,2024-05-10 13:00:00+03:00
0.13091,0,2024-05-10 15:00:00+03:00
0.12703,0,2024-05-10 17:00:00+03:00
0.1255,1,2024-05-10 19:00:00+03:00
0.12392,1,2024-05-10 21:00:00+03:00
0.12611,1,2024-05-10 23:00:00+03:00
0.12567,0,2024-05-11 01:00:00+03:00
0.12418,1,2024-05-11 03:00:00+03:00
0.12455,0,2024-05-11 05:00:00+03:00
0.12422,1,2024-05-11 07:00:00+03:00
0.12486,0,2024-05-11 09:00:00+03:00
0.12336,0,2024-05-11 11:00:00+03:00
0.12244,0,2024-05-11 13:00:00+03:00
0.12283,1,2024-05-11 15:00:00+03:00
0.12477,0,2024-05-11 17:00:00+03:00
0.12343,0,2024-05-11 19:00:00+03:00
0.12378,0,2024-05-11 21:00:00+03:00
0.12285,0,2024-05-11 23:00:00+03:00
0.12237,0,2024-05-12 01:00:00+03:00
0.12196,1,2024-05-12 03:00:00+03:00
0.12223,0,2024-05-12 05:00:00+03:00
0.12236,0,2024-05-12 07:00:00+03:00
0.12229,0,2024-05-12 09:00:00+03:00
0.12334,1,2024-05-12 11:00:00+03:00
0.12496,1,2024-05-12 13:00:00+03:00
0.1278,0,2024-05-12 15:00:00+03:00
0.12655,0,2024-05-12 17:00:00+03:00
0.12605,0,2024-05-12 19:00:00+03:00
0.1263,0,2024-05-12 21:00:00+03:00
0.12607,0,2024-05-12 23:00:00+03:00
0.12624,1,2024-05-13 01:00:00+03:00
0.12379,0,2024-05-13 03:00:00+03:00
0.11814,0,2024-05-13 05:00:00+03:00
0.11749,1,2024-05-13 07:00:00+03:00
0.12149,1,2024-05-13 09:00:00+03:00
0.12185,0,2024-05-13 11:00:00+03:00
0.12042,0,2024-05-13 13:00:00+03:00
0.11974,0,2024-05-13 15:00:00+03:00
0.12006,1,2024-05-13 17:00:00+03:00
0.11854,0,2024-05-13 19:00:00+03:00
0.11801,1,2024-05-13 21:00:00+03:00
0.11811,1,2024-05-13 23:00:00+03:00
0.11704,0,2024-05-14 01:00:00+03:00
0.11577,0,2024-05-14 03:00:00+03:00
0.11536,1,2024-05-14 05:00:00+03:00
0.11648,1,2024-05-14 07:00:00+03:00
0.11594,0,2024-05-14 09:00:00+03:00
0.11491,0,2024-05-14 11:00:00+03:00
0.1144,0,2024-05-14 13:00:00+03:00
0.11406,0,2024-05-14 15:00:00+03:00
0.1133,1,2024-05-14 17:00:00+03:00
0.11272,0,2024-05-14 19:00:00+03:00
0.11307,1,2024-05-14 21:00:00+03:00
0.11286,0,2024-05-14 23:00:00+03:00
0.11162,0,2024-05-15 01:00:00+03:00
0.11295,1,2024-05-15 03:00:00+03:00
0.11265,1,2024-05-15 05:00:00+03:00
0.11271,0,2024-05-15 07:00:00+03:00
0.11347,0,2024-05-15 09:00:00+03:00
0.11436,1,2024-05-15 11:00:00+03:00
0.11357,0,2024-05-15 13:00:00+03:00
0.11727,1,2024-05-15 15:00:00+03:00
0.11769,0,2024-05-15 17:00:00+03:00
0.11775,0,2024-05-15 19:00:00+03:00
0.11968,1,2024-05-15 21:00:00+03:00
0.11884,0,2024-05-15 23:00:00+03:00
0.11937,0,2024-05-16 01:00:00+03:00
0.12088,1,2024-05-16 03:00:00+03:00
0.12179,1,2024-05-16 05:00:00+03:00
0.12076,0,2024-05-16 07:00:00+03:00
0.12164,1,2024-05-16 09:00:00+03:00
0.12152,0,2024-05-16 11:00:00+03:00
0.12048,0,2024-05-16 13:00:00+03:00
0.11881,0,2024-05-16 15:00:00+03:00
0.11774,0,2024-05-16 17:00:00+03:00
0.11744,0,2024-05-16 19:00:00+03:00
0.11779,0,2024-05-16 21:00:00+03:00
0.11796,0,2024-05-16 23:00:00+03:00
0.11777,0,2024-05-17 01:00:00+03:00
0.11697,0,2024-05-17 03:00:00+03:00
0.11554,0,2024-05-17 05:00:00+03:00
0.11655,0,2024-05-17 07:00:00+03:00
0.1194,1,2024-05-17 09:00:00+03:00
0.11902,0,2024-05-17 11:00:00+03:00
0.11884,0,2024-05-17 13:00:00+03:00
0.11921,0,2024-05-17 15:00:00+03:00
0.12064,1,2024-05-17 17:00:00+03:00
0.11998,0,2024-05-17 19:00:00+03:00
0.12048,0,2024-05-17 21:00:00+03:00
0.12071,0,2024-05-17 23:00:00+03:00
0.12074,1,2024-05-18 01:00:00+03:00
0.12193,0,2024-05-18 03:00:00+03:00
0.1225,1,2024-05-18 05:00:00+03:00
0.1222,0,2024-05-18 07:00:00+03:00
0.12095,1,2024-05-18 09:00:00+03:00
0.12187,1,2024-05-18 11:00:00+03:00
0.12083,0,2024-05-18 13:00:00+03:00
0.11991,0,2024-05-18 15:00:00+03:00
0.12,1,2024-05-18 17:00:00+03:00
0.12043,0,2024-05-18 19:00:00+03:00
0.12043,0,2024-05-18 21:00:00+03:00
0.11993,0,2024-05-18 23:00:00+03:00
0.11947,1,2024-05-19 01:00:00+03:00
0.11905,1,2024-05-19 03:00:00+03:00
0.11979,1,2024-05-19 05:00:00+03:00
0.11901,0,2024-05-19 07:00:00+03:00
0.11945,0,2024-05-19 09:00:00+03:00
0.1185,0,2024-05-19 11:00:00+03:00
0.11822,0,2024-05-19 13:00:00+03:00
0.11704,0,2024-05-19 15:00:00+03:00
0.11593,1,2024-05-19 17:00:00+03:00
0.115,0,2024-05-19 19:00:00+03:00
0.11532,0,2024-05-19 21:00:00+03:00
0.11476,0,2024-05-19 23:00:00+03:00
0.11433,1,2024-05-20 01:00:00+03:00
0.11522,0,2024-05-20 03:00:00+03:00
0.1154,1,2024-05-20 05:00:00+03:00
0.1181,1,2024-05-20 07:00:00+03:00
0.11664,0,2024-05-20 09:00:00+03:00
0.11677,1,2024-05-20 11:00:00+03:00
0.11686,0,2024-05-20 13:00:00+03:00
0.11777,1,2024-05-20 15:00:00+03:00
0.11923,1,2024-05-20 17:00:00+03:00
0.11937,1,2024-05-20 19:00:00+03:00
0.12168,1,2024-05-20 21:00:00+03:00
0.12277,0,2024-05-20 23:00:00+03:00
0.12503,0,2024-05-21 01:00:00+03:00
0.12487,0,2024-05-21 03:00:00+03:00
0.12393,0,2024-05-21 05:00:00+03:00
0.12547,1,2024-05-21 07:00:00+03:00
0.12548,0,2024-05-21 09:00:00+03:00
0.12591,0,2024-05-21 11:00:00+03:00
0.1248,0,2024-05-21 13:00:00+03:00
0.12574,0,2024-05-21 15:00:00+03:00
0.12261,0,2024-05-21 17:00:00+03:00
0.1258,1,2024-05-21 19:00:00+03:00
0.12359,0,2024-05-21 21:00:00+03:00
0.12423,1,2024-05-21 23:00:00+03:00
0.12448,1,2024-05-22 01:00:00+03:00
0.12639,0,2024-05-22 03:00:00+03:00
0.12504,0,2024-05-22 05:00:00+03:00
0.12467,1,2024-05-22 07:00:00+03:00
0.12397,1,2024-05-22 09:00:00+03:00
0.12385,0,2024-05-22 11:00:00+03:00
0.12258,1,2024-05-22 13:00:00+03:00
0.12121,1,2024-05-22 15:00:00+03:00
0.12321,1,2024-05-22 17:00:00+03:00
0.12253,0,2024-05-22 19:00:00+03:00
0.12166,1,2024-05-22 21:00:00+03:00
0.12246,1,2024-05-22 23:00:00+03:00
0.12158,0,2024-05-23 01:00:00+03:00
0.12197,0,2024-05-23 03:00:00+03:00
0.1239,1,2024-05-23 05:00:00+03:00
0.12213,0,2024-05-23 07:00:00+03:00
0.12172,0,2024-05-23 09:00:00+03:00
0.11895,0,2024-05-23 11:00:00+03:00
0.12041,1,2024-05-23 13:00:00+03:00
0.11609,0,2024-05-23 15:00:00+03:00
0.1162,1,2024-05-23 17:00:00+03:00
0.11511,0,2024-05-23 19:00:00+03:00
0.11435,1,2024-05-23 21:00:00+03:00
0.11712,1,2024-05-23 23:00:00+03:00
0.11685,0,2024-05-24 01:00:00+03:00
0.11807,1,2024-05-24 03:00:00+03:00
0.11833,0,2024-05-24 05:00:00+03:00
0.11634,0,2024-05-24 07:00:00+03:00
0.11576,1,2024-05-24 09:00:00+03:00
0.11652,1,2024-05-24 11:00:00+03:00
0.11683,1,2024-05-24 13:00:00+03:00
0.11584,0,2024-05-24 15:00:00+03:00
0.11607,1,2024-05-24 17:00:00+03:00
0.11617,0,2024-05-24 19:00:00+03:00
0.11673,1,2024-05-24 21:00:00+03:00
0.11681,0,2024-05-24 23:00:00+03:00
0.11726,0,2024-05-25 01:00:00+03:00
0.11853,0,2024-05-25 03:00:00+03:00
0.11933,0,2024-05-25 05:00:00+03:00
0.11943,0,2024-05-25 07:00:00+03:00
0.11887,0,2024-05-25 09:00:00+03:00
0.11885,1,2024-05-25 11:00:00+03:00
0.11905,0,2024-05-25 13:00:00+03:00
0.1182,0,2024-05-25 15:00:00+03:00
0.1189,1,2024-05-25 17:00:00+03:00
0.11835,0,2024-05-25 19:00:00+03:00
0.13479,0,2024-05-25 21:00:00+03:00
0.13978,0,2024-05-25 23:00:00+03:00
0.1363,1,2024-05-26 01:00:00+03:00
0.1341,0,2024-05-26 03:00:00+03:00
0.13561,0,2024-05-26 05:00:00+03:00
0.13546,0,2024-05-26 07:00:00+03:00
0.13742,0,2024-05-26 09:00:00+03:00
0.13358,0,2024-05-26 11:00:00+03:00
0.13473,1,2024-05-26 13:00:00+03:00
0.13507,0,2024-05-26 15:00:00+03:00
0.13449,0,2024-05-26 17:00:00+03:00
0.1332,0,2024-05-26 19:00:00+03:00
0.13237,1,2024-05-26 21:00:00+03:00
0.13432,0,2024-05-26 23:00:00+03:00
0.13407,0,2024-05-27 01:00:00+03:00
0.13358,1,2024-05-27 03:00:00+03:00
0.13551,0,2024-05-27 05:00:00+03:00
0.13651,0,2024-05-27 07:00:00+03:00
0.13344,0,2024-05-27 09:00:00+03:00
0.13447,1,2024-05-27 11:00:00+03:00
0.13262,0,2024-05-27 13:00:00+03:00
0.13355,1,2024-05-27 15:00:00+03:00
0.13596,1,2024-05-27 17:00:00+03:00
0.13539,0,2024-05-27 19:00:00+03:00
0.13397,0,2024-05-27 21:00:00+03:00
0.13614,1,2024-05-27 23:00:00+03:00
0.13765,0,2024-05-28 01:00:00+03:00
0.13331,0,2024-05-28 03:00:00+03:00
0.1394,1,2024-05-28 05:00:00+03:00
0.13995,0,2024-05-28 07:00:00+03:00
0.14122,0,2024-05-28 09:00:00+03:00
0.14819,1,2024-05-28 11:00:00+03:00
0.1494,0,2024-05-28 13:00:00+03:00
0.14948,0,2024-05-28 15:00:00+03:00
0.14914,1,2024-05-28 17:00:00+03:00
0.14744,0,2024-05-28 19:00:00+03:00
0.15287,1,2024-05-28 21:00:00+03:00
0.15325,0,2024-05-28 23:00:00+03:00
0.15414,0,2024-05-29 01:00:00+03:00
0.14902,0,2024-05-29 03:00:00+03:00
0.15136,1,2024-05-29 05:00:00+03:00
0.15503,1,2024-05-29 07:00:00+03:00
0.15521,0,2024-05-29 09:00:00+03:00
0.14922,1,2024-05-29 11:00:00+03:00
0.15315,0,2024-05-29 13:00:00+03:00
0.15413,0,2024-05-29 15:00:00+03:00
0.15721,0,2024-05-29 17:00:00+03:00
0.15967,1,2024-05-29 19:00:00+03:00
0.15789,0,2024-05-29 21:00:00+03:00
0.15688,1,2024-05-29 23:00:00+03:00
0.15443,0,2024-05-30 01:00:00+03:00
0.16289,1,2024-05-30 03:00:00+03:00
0.15771,1,2024-05-30 05:00:00+03:00
0.1528,0,2024-05-30 07:00:00+03:00
0.14725,0,2024-05-30 09:00:00+03:00
0.14611,1,2024-05-30 11:00:00+03:00
0.14473,1,2024-05-30 13:00:00+03:00
0.14706,1,2024-05-30 15:00:00+03:00
0.14508,0,2024-05-30 17:00:00+03:00
0.1471,1,2024-05-30 19:00:00+03:00
0.14625,0,2024-05-30 21:00:00+03:00
