,index,open_time,close,y_pred,open,qty,balance,buy,sell,strategy_signal,portfolio_value
238,238,2024-04-30 15:00:00+03:00,0.10575,1,0.10798,8690.87012277879,0.0,,,1,919.059515483857
239,239,2024-04-30 17:00:00+03:00,0.106,0,0.10574,0.0,945.8482728027742,,2.0,0,945.8482728027742
240,240,2024-04-30 19:00:00+03:00,0.10508,0,0.10601,0.0,945.8482728027742,,,0,945.8482728027742
241,241,2024-04-30 21:00:00+03:00,0.10499,1,0.10509,8961.568055345597,0.0,-2.0,,1,940.8750301307342
242,242,2024-04-30 23:00:00+03:00,0.10633,1,0.105,8961.568055345597,0.0,,,1,952.8835313248973
243,243,2024-05-01 01:00:00+03:00,0.10766,0,0.10632,8961.568055345597,0.0,,,0,964.802416838507
244,244,2024-05-01 03:00:00+03:00,0.11108,0,0.10766,8961.568055345597,0.0,,,0,995.4509795877889
245,245,2024-05-01 05:00:00+03:00,0.11058,0,0.11106,8961.568055345597,0.0,,,0,990.970195560116
246,246,2024-05-01 07:00:00+03:00,0.1105,0,0.11058,0.0,988.66705335392,,2.0,0,988.66705335392
247,247,2024-05-01 09:00:00+03:00,0.10762,0,0.11049,0.0,988.66705335392,,,0,988.66705335392
248,248,2024-05-01 11:00:00+03:00,0.10624,1,0.10762,9168.822212828172,0.0,-2.0,,1,974.095671890865
249,249,2024-05-01 13:00:00+03:00,0.10896,1,0.10622,9168.822212828172,0.0,,,1,999.0348683097577
250,250,2024-05-01 15:00:00+03:00,0.11147,0,0.10896,9168.822212828172,0.0,,,0,1022.0486120639564
251,251,2024-05-01 17:00:00+03:00,0.11012,0,0.11148,9168.822212828172,0.0,,,0,1009.6707020766382
252,252,2024-05-01 19:00:00+03:00,0.11079,1,0.11012,9168.822212828172,0.0,,,1,1015.8138129592332
253,253,2024-05-01 21:00:00+03:00,0.1128,1,0.11079,9168.822212828172,0.0,,,1,1034.2431456070178
254,254,2024-05-01 23:00:00+03:00,0.11537,1,0.11284,9168.822212828172,0.0,,,1,1057.8070186939863
255,255,2024-05-02 01:00:00+03:00,0.11637,0,0.11538,0.0,1033.4244541945186,,2.0,0,1033.4244541945186
256,256,2024-05-02 03:00:00+03:00,0.11361,0,0.11638,0.0,1033.4244541945186,,,0,1033.4244541945186
257,257,2024-05-02 05:00:00+03:00,0.11463,1,0.11361,9039.081696018446,0.0,-2.0,,1,1036.1499348145944
258,258,2024-05-02 07:00:00+03:00,0.11254,0,0.11463,9039.081696018446,0.0,,,0,1017.2582540699159
259,259,2024-05-02 09:00:00+03:00,0.11321,1,0.11255,9039.081696018446,0.0,,,1,1023.3144388062483
260,260,2024-05-02 11:00:00+03:00,0.11501,0,0.11321,9039.081696018446,0.0,,,0,1039.5847858590814
261,261,2024-05-02 13:00:00+03:00,0.11584,1,0.11501,9039.081696018446,0.0,,,1,1047.0872236667767
262,262,2024-05-02 15:00:00+03:00,0.1149,0,0.11583,9039.081696018446,0.0,,,0,1038.5904868725195
263,263,2024-05-02 17:00:00+03:00,0.11712,1,0.1149,9039.081696018446,0.0,,,1,1058.6572482376803
264,264,2024-05-02 19:00:00+03:00,0.11971,0,0.11711,9039.081696018446,0.0,,,0,1082.068469830368
265,265,2024-05-02 21:00:00+03:00,0.11831,0,0.11971,9039.081696018446,0.0,,,0,1069.4137554559422
266,266,2024-05-02 23:00:00+03:00,0.1188,0,0.11831,0.0,1080.2082463581755,,2.0,0,1080.2082463581755
267,267,2024-05-03 01:00:00+03:00,0.11789,0,0.11879,0.0,1080.2082463581755,,,0,1080.2082463581755
268,268,2024-05-03 03:00:00+03:00,0.11933,1,0.1179,9098.770660226794,0.0,-2.0,,1,1085.7563028848633
269,269,2024-05-03 05:00:00+03:00,0.1177,0,0.11932,9098.770660226794,0.0,,,0,1070.9253067086936
270,270,2024-05-03 07:00:00+03:00,0.11733,1,0.1177,9098.770660226794,0.0,,,1,1067.5587615644097
271,271,2024-05-03 09:00:00+03:00,0.1163,0,0.11733,9098.770660226794,0.0,,,0,1058.1870277843761
272,272,2024-05-03 11:00:00+03:00,0.11626,1,0.11631,9098.770660226794,0.0,,,1,1057.823076957967
273,273,2024-05-03 13:00:00+03:00,0.11508,0,0.11626,9098.770660226794,0.0,,,0,1047.0865275788994
274,274,2024-05-03 15:00:00+03:00,0.1182,1,0.11508,9098.770660226794,0.0,,,1,1075.474692038807
275,275,2024-05-03 17:00:00+03:00,0.11847,0,0.11819,0.0,1053.8358630645725,,2.0,0,1053.8358630645725
276,276,2024-05-03 19:00:00+03:00,0.11945,1,0.11848,8840.130118482413,0.0,-2.0,,1,1055.9535426527243
277,277,2024-05-03 21:00:00+03:00,0.11954,0,0.11945,8840.130118482413,0.0,,,0,1056.7491543633876
278,278,2024-05-03 23:00:00+03:00,0.12091,0,0.11955,8840.130118482413,0.0,,,0,1068.8601326257087
279,279,2024-05-04 01:00:00+03:00,0.12023,0,0.12096,8840.130118482413,0.0,,,0,1062.8488441451407
280,280,2024-05-04 03:00:00+03:00,0.11897,0,0.12023,8840.130118482413,0.0,,,0,1051.7102801958529
281,281,2024-05-04 05:00:00+03:00,0.11955,0,0.11897,8840.130118482413,0.0,,,0,1056.8375556645726
282,282,2024-05-04 07:00:00+03:00,0.11965,1,0.11954,8840.130118482413,0.0,,,1,1057.7215686764207
283,283,2024-05-04 09:00:00+03:00,0.1185,0,0.11964,8840.130118482413,0.0,,,0,1047.5554190401658
284,284,2024-05-04 11:00:00+03:00,0.11984,1,0.11851,8840.130118482413,0.0,,,1,1059.4011933989325
285,285,2024-05-04 13:00:00+03:00,0.11996,1,0.11985,8840.130118482413,0.0,,,1,1060.4620090131502
286,286,2024-05-04 15:00:00+03:00,0.11965,1,0.11995,8840.130118482413,0.0,,,1,1057.7215686764207
287,287,2024-05-04 17:00:00+03:00,0.12017,0,0.11965,8840.130118482413,0.0,,,0,1062.3184363380317
288,288,2024-05-04 19:00:00+03:00,0.11968,0,0.12017,8840.130118482413,0.0,,,0,1057.9867725799752
289,289,2024-05-04 21:00:00+03:00,0.12075,1,0.11968,8840.130118482413,0.0,,,1,1067.4457118067514
290,290,2024-05-04 23:00:00+03:00,0.11986,0,0.12074,8840.130118482413,0.0,,,0,1059.577996001302
291,291,2024-05-05 01:00:00+03:00,0.11943,0,0.11987,8840.130118482413,0.0,,,0,1055.7767400503546
292,292,2024-05-05 03:00:00+03:00,0.11839,0,0.11945,8840.130118482413,0.0,,,0,1046.583004727133
293,293,2024-05-05 05:00:00+03:00,0.11828,1,0.11839,8840.130118482413,0.0,,,1,1045.6105904140998
294,294,2024-05-05 07:00:00+03:00,0.11633,0,0.11828,8840.130118482413,0.0,,,0,1028.372336683059
295,295,2024-05-05 09:00:00+03:00,0.11796,1,0.11633,8840.130118482413,0.0,,,1,1042.7817487761854
296,296,2024-05-05 11:00:00+03:00,0.11833,0,0.11795,8840.130118482413,0.0,,,0,1046.052596920024
297,297,2024-05-05 13:00:00+03:00,0.11852,0,0.11833,8840.130118482413,0.0,,,0,1047.7322216425357
298,298,2024-05-05 15:00:00+03:00,0.11888,0,0.11852,8840.130118482413,0.0,,,0,1050.9146684851894
299,299,2024-05-05 17:00:00+03:00,0.12222,1,0.11887,8840.130118482413,0.0,,,1,1080.4407030809205
300,300,2024-05-05 19:00:00+03:00,0.12216,0,0.12221,8840.130118482413,0.0,,,0,1079.9102952738117
301,301,2024-05-05 21:00:00+03:00,0.12033,0,0.12217,8840.130118482413,0.0,,,0,1063.7328571569888
302,302,2024-05-05 23:00:00+03:00,0.12112,0,0.12032,8840.130118482413,0.0,,,0,1070.71655995059
303,303,2024-05-06 01:00:00+03:00,0.12133,0,0.12113,8840.130118482413,0.0,,,0,1072.5729872754712
304,304,2024-05-06 03:00:00+03:00,0.12188,0,0.12133,8840.130118482413,0.0,,,0,1077.4350588406367
305,305,2024-05-06 05:00:00+03:00,0.12161,0,0.12189,8840.130118482413,0.0,,,0,1075.0482237086462
306,306,2024-05-06 07:00:00+03:00,0.12399,1,0.12159,8840.130118482413,0.0,,,1,1096.0877333906344
307,307,2024-05-06 09:00:00+03:00,0.12772,1,0.12399,8840.130118482413,0.0,,,1,1129.0614187325739
308,308,2024-05-06 11:00:00+03:00,0.12689,0,0.12771,8840.130118482413,0.0,,,0,1121.7241107342334
309,309,2024-05-06 13:00:00+03:00,0.12425,0,0.12688,0.0,1101.543781764821,,2.0,0,1101.543781764821
310,310,2024-05-06 15:00:00+03:00,0.12429,0,0.12427,0.0,1101.543781764821,,,0,1101.543781764821
311,311,2024-05-06 17:00:00+03:00,0.12466,1,0.12429,8817.558415191528,0.0,-2.0,,1,1099.196832037776
312,312,2024-05-06 19:00:00+03:00,0.1228,0,0.12468,8817.558415191528,0.0,,,0,1082.7961733855198
313,313,2024-05-06 21:00:00+03:00,0.12267,1,0.1228,8817.558415191528,0.0,,,1,1081.6498907915447
314,314,2024-05-06 23:00:00+03:00,0.12336,1,0.12268,8817.558415191528,0.0,,,1,1087.7340060980268
315,315,2024-05-07 01:00:00+03:00,0.12177,0,0.12334,8817.558415191528,0.0,,,0,1073.7140882178724
316,316,2024-05-07 03:00:00+03:00,0.12513,1,0.12177,8817.558415191528,0.0,,,1,1103.3410844929158
317,317,2024-05-07 05:00:00+03:00,0.12364,0,0.12513,0.0,1074.6505980519416,,2.0,0,1074.6505980519416
318,318,2024-05-07 07:00:00+03:00,0.12275,1,0.12366,8664.010352943098,0.0,-2.0,,1,1063.5072708237653
319,319,2024-05-07 09:00:00+03:00,0.12453,0,0.12276,8664.010352943098,0.0,,,0,1078.929209252004
320,320,2024-05-07 11:00:00+03:00,0.1258,1,0.12455,8664.010352943098,0.0,,,1,1089.9325024002417
321,321,2024-05-07 13:00:00+03:00,0.12504,0,0.12582,8664.010352943098,0.0,,,0,1083.3478545320052
322,322,2024-05-07 15:00:00+03:00,0.12568,0,0.12504,8664.010352943098,0.0,,,0,1088.8928211578884
323,323,2024-05-07 17:00:00+03:00,0.12759,1,0.12565,8664.010352943098,0.0,,,1,1105.44108093201
324,324,2024-05-07 19:00:00+03:00,0.12913,0,0.12759,8664.010352943098,0.0,,,0,1118.7836568755422
325,325,2024-05-07 21:00:00+03:00,0.12764,0,0.12912,8664.010352943098,0.0,,,0,1105.874281449657
326,326,2024-05-07 23:00:00+03:00,0.12772,1,0.12763,8664.010352943098,0.0,,,1,1106.5674022778924
327,327,2024-05-08 01:00:00+03:00,0.12562,0,0.12772,8664.010352943098,0.0,,,0,1088.372980536712
328,328,2024-05-08 03:00:00+03:00,0.12576,1,0.12561,8664.010352943098,0.0,,,1,1089.585941986124
329,329,2024-05-08 05:00:00+03:00,0.12752,1,0.12576,8664.010352943098,0.0,,,1,1104.8346002073038
330,330,2024-05-08 07:00:00+03:00,0.12492,0,0.12753,8664.010352943098,0.0,,,0,1082.308173289652
331,331,2024-05-08 09:00:00+03:00,0.12489,0,0.12492,8664.010352943098,0.0,,,0,1082.0482529790636
332,332,2024-05-08 11:00:00+03:00,0.1247,1,0.12489,8664.010352943098,0.0,,,1,1080.4020910120043
333,333,2024-05-08 13:00:00+03:00,0.12431,0,0.12471,8664.010352943098,0.0,,,0,1077.0231269743565
334,334,2024-05-08 15:00:00+03:00,0.12588,1,0.12432,8664.010352943098,0.0,,,1,1090.625623228477
335,335,2024-05-08 17:00:00+03:00,0.12655,0,0.12587,8664.010352943098,0.0,,,0,1096.430510164949
336,336,2024-05-08 19:00:00+03:00,0.12726,0,0.12655,8664.010352943098,0.0,,,0,1102.5819575155388
337,337,2024-05-08 21:00:00+03:00,0.12633,0,0.12727,8664.010352943098,0.0,,,0,1094.5244278873015
338,338,2024-05-08 23:00:00+03:00,0.12242,0,0.12633,8664.010352943098,0.0,,,0,1060.6481474072941
339,339,2024-05-09 01:00:00+03:00,0.12179,0,0.12241,8664.010352943098,0.0,,,0,1055.1898208849398
340,340,2024-05-09 03:00:00+03:00,0.12245,1,0.1218,8664.010352943098,0.0,,,1,1060.9080677178824
341,341,2024-05-09 05:00:00+03:00,0.12279,1,0.12244,8664.010352943098,0.0,,,1,1063.853831237883
342,342,2024-05-09 07:00:00+03:00,0.12275,0,0.12277,8664.010352943098,0.0,,,0,1063.5072708237653
343,343,2024-05-09 09:00:00+03:00,0.12131,0,0.12275,8664.010352943098,0.0,,,0,1051.0310959155272
344,344,2024-05-09 11:00:00+03:00,0.12221,0,0.1213,8664.010352943098,0.0,,,0,1058.828705233176
345,345,2024-05-09 13:00:00+03:00,0.12147,1,0.12221,8664.010352943098,0.0,,,1,1052.4173375719981
346,346,2024-05-09 15:00:00+03:00,0.12091,1,0.12149,8664.010352943098,0.0,,,1,1047.56549177435
347,347,2024-05-09 17:00:00+03:00,0.12373,1,0.12091,8664.010352943098,0.0,,,1,1071.9980009696496
348,348,2024-05-09 19:00:00+03:00,0.12248,0,0.12375,0.0,1048.4138769534939,,2.0,0,1048.4138769534939
349,349,2024-05-09 21:00:00+03:00,0.12453,1,0.12248,8492.928753415275,0.0,-2.0,,1,1057.6244176628043
350,350,2024-05-09 23:00:00+03:00,0.12592,0,0.12452,8492.928753415275,0.0,,,0,1069.4295886300515
351,351,2024-05-10 01:00:00+03:00,0.12806,1,0.12593,8492.928753415275,0.0,,,1,1087.6044561623603
352,352,2024-05-10 03:00:00+03:00,0.12975,1,0.12806,8492.928753415275,0.0,,,1,1101.957505755632
353,353,2024-05-10 05:00:00+03:00,0.12869,0,0.12975,8492.928753415275,0.0,,,0,1092.955001277012
354,354,2024-05-10 07:00:00+03:00,0.12924,0,0.12868,0.0,1095.8763152325632,,2.0,0,1095.8763152325632
355,355,2024-05-10 09:00:00+03:00,0.12869,1,0.12923,8448.946514257963,0.0,-2.0,,1,1087.2949269198573
356,356,2024-05-10 11:00:00+03:00,0.12995,0,0.1287,8448.946514257963,0.0,,,0,1097.9405995278223
357,357,2024-05-10 13:00:00+03:00,0.13029,1,0.12994,8448.946514257963,0.0,,,1,1100.81324134267
358,358,2024-05-10 15:00:00+03:00,0.13091,0,0.13028,8448.946514257963,0.0,,,0,1106.05158818151
359,359,2024-05-10 17:00:00+03:00,0.12703,0,0.13091,8448.946514257963,0.0,,,0,1073.269675706189
360,360,2024-05-10 19:00:00+03:00,0.1255,1,0.12703,8448.946514257963,0.0,,,1,1060.3427875393743
361,361,2024-05-10 21:00:00+03:00,0.12392,1,0.1255,8448.946514257963,0.0,,,1,1046.9934520468469
362,362,2024-05-10 23:00:00+03:00,0.12611,1,0.12392,0.0,1069.1214743777366,,2.0,1,1069.1214743777366
363,363,2024-05-11 01:00:00+03:00,0.12567,0,0.12611,0.0,1069.1214743777366,,,0,1069.1214743777366
364,364,2024-05-11 03:00:00+03:00,0.12418,1,0.1257,8487.594721865426,0.0,-2.0,,1,1053.9895125612486
365,365,2024-05-11 05:00:00+03:00,0.12455,0,0.1242,8487.594721865426,0.0,,,0,1057.1299226083388
366,366,2024-05-11 07:00:00+03:00,0.12422,1,0.12455,8487.594721865426,0.0,,,1,1054.329016350123
367,367,2024-05-11 09:00:00+03:00,0.12486,0,0.12422,8487.594721865426,0.0,,,0,1059.761076972117
368,368,2024-05-11 11:00:00+03:00,0.12336,0,0.12487,8487.594721865426,0.0,,,0,1047.0296848893188
369,369,2024-05-11 13:00:00+03:00,0.12244,0,0.12334,8487.594721865426,0.0,,,0,1039.2210977452025
370,370,2024-05-11 15:00:00+03:00,0.12283,1,0.12244,8487.594721865426,0.0,,,1,1042.5312596867302
371,371,2024-05-11 17:00:00+03:00,0.12477,0,0.12283,0.0,1043.0197191881762,,2.0,0,1043.0197191881762
372,372,2024-05-11 19:00:00+03:00,0.12343,0,0.12477,0.0,1043.0197191881762,,,0,1043.0197191881762
373,373,2024-05-11 21:00:00+03:00,0.12378,0,0.12345,0.0,1043.0197191881762,,,0,1043.0197191881762
374,374,2024-05-11 23:00:00+03:00,0.12285,0,0.12378,0.0,1043.0197191881762,,,0,1043.0197191881762
375,375,2024-05-12 01:00:00+03:00,0.12237,0,0.12285,0.0,1043.0197191881762,,,0,1043.0197191881762
376,376,2024-05-12 03:00:00+03:00,0.12196,1,0.12238,8490.270576730469,0.0,-2.0,,1,1035.473399538048
377,377,2024-05-12 05:00:00+03:00,0.12223,0,0.12197,8490.270576730469,0.0,,,0,1037.7657725937652
378,378,2024-05-12 07:00:00+03:00,0.12236,0,0.12221,8490.270576730469,0.0,,,0,1038.86950776874
379,379,2024-05-12 09:00:00+03:00,0.12229,0,0.12236,8490.270576730469,0.0,,,0,1038.275188828369
380,380,2024-05-12 11:00:00+03:00,0.12334,1,0.12227,8490.270576730469,0.0,,,1,1047.1899729339361
381,381,2024-05-12 13:00:00+03:00,0.12496,1,0.12335,8490.270576730469,0.0,,,1,1060.9442112682393
382,382,2024-05-12 15:00:00+03:00,0.1278,0,0.12496,8490.270576730469,0.0,,,0,1085.0565797061538
383,383,2024-05-12 17:00:00+03:00,0.12655,0,0.12779,8490.270576730469,0.0,,,0,1074.4437414852407
384,384,2024-05-12 19:00:00+03:00,0.12605,0,0.12654,8490.270576730469,0.0,,,0,1070.1986061968755
385,385,2024-05-12 21:00:00+03:00,0.1263,0,0.12604,8490.270576730469,0.0,,,0,1072.3211738410582
386,386,2024-05-12 23:00:00+03:00,0.12607,0,0.12632,8490.270576730469,0.0,,,0,1070.36841160841
387,387,2024-05-13 01:00:00+03:00,0.12624,1,0.12607,8490.270576730469,0.0,,,1,1071.8117576064542
388,388,2024-05-13 03:00:00+03:00,0.12379,0,0.12623,8490.270576730469,0.0,,,0,1051.0105946934648
389,389,2024-05-13 05:00:00+03:00,0.11814,0,0.12379,8490.270576730469,0.0,,,0,1003.0405659349375
390,390,2024-05-13 07:00:00+03:00,0.11749,1,0.11813,8490.270576730469,0.0,,,1,997.5218900600628
391,391,2024-05-13 09:00:00+03:00,0.12149,1,0.11749,0.0,1017.5551078427928,,2.0,1,1017.5551078427928
392,392,2024-05-13 11:00:00+03:00,0.12185,0,0.12148,0.0,1017.5551078427928,,,0,1017.5551078427928
393,393,2024-05-13 13:00:00+03:00,0.12042,0,0.12186,0.0,1017.5551078427928,,,0,1017.5551078427928
394,394,2024-05-13 15:00:00+03:00,0.11974,0,0.12042,0.0,1017.5551078427928,,,0,1017.5551078427928
395,395,2024-05-13 17:00:00+03:00,0.12006,1,0.11976,8454.148805353865,0.0,-2.0,,1,1015.0051055707851
396,396,2024-05-13 19:00:00+03:00,0.11854,0,0.12007,8454.148805353865,0.0,,,0,1002.1547993866473
397,397,2024-05-13 21:00:00+03:00,0.11801,1,0.11854,8454.148805353865,0.0,,,1,997.6741005198096
398,398,2024-05-13 23:00:00+03:00,0.11811,1,0.11801,8454.148805353865,0.0,,,1,998.5195154003451
399,399,2024-05-14 01:00:00+03:00,0.11704,0,0.11811,8454.148805353865,0.0,,,0,989.4735761786164
400,400,2024-05-14 03:00:00+03:00,0.11577,0,0.11703,8454.148805353865,0.0,,,0,978.7368071958169
401,401,2024-05-14 05:00:00+03:00,0.11536,1,0.11577,0.0,992.7120876603501,,2.0,1,992.7120876603501
402,402,2024-05-14 07:00:00+03:00,0.11648,1,0.11536,8550.014563139177,0.0,-2.0,,1,995.9056963144513
403,403,2024-05-14 09:00:00+03:00,0.11594,0,0.11648,8550.014563139177,0.0,,,0,991.2886884503562
404,404,2024-05-14 11:00:00+03:00,0.11491,0,0.11594,8550.014563139177,0.0,,,0,982.4821734503228
405,405,2024-05-14 13:00:00+03:00,0.1144,0,0.1149,8550.014563139177,0.0,,,0,978.1216660231219
406,406,2024-05-14 15:00:00+03:00,0.11406,0,0.11441,8550.014563139177,0.0,,,0,975.2146610716545
407,407,2024-05-14 17:00:00+03:00,0.1133,1,0.11406,8550.014563139177,0.0,,,1,968.7166500036687
408,408,2024-05-14 19:00:00+03:00,0.11272,0,0.11329,8550.014563139177,0.0,,,0,963.757641557048
409,409,2024-05-14 21:00:00+03:00,0.11307,1,0.11273,8550.014563139177,0.0,,,1,966.7501466541468
410,410,2024-05-14 23:00:00+03:00,0.11286,0,0.11308,0.0,968.4754856005611,,2.0,0,968.4754856005611
411,411,2024-05-15 01:00:00+03:00,0.11162,0,0.11285,0.0,968.4754856005611,,,0,968.4754856005611
412,412,2024-05-15 03:00:00+03:00,0.11295,1,0.11162,8616.9614242654,0.0,-2.0,,1,973.285792870777
413,413,2024-05-15 05:00:00+03:00,0.11265,1,0.11295,8616.9614242654,0.0,,,1,970.7007044434973
414,414,2024-05-15 07:00:00+03:00,0.11271,0,0.11265,8616.9614242654,0.0,,,0,971.2177221289534
415,415,2024-05-15 09:00:00+03:00,0.11347,0,0.11269,8616.9614242654,0.0,,,0,977.766612811395
416,416,2024-05-15 11:00:00+03:00,0.11436,1,0.11347,8616.9614242654,0.0,,,1,985.4357084789913
417,417,2024-05-15 13:00:00+03:00,0.11357,0,0.11436,8616.9614242654,0.0,,,0,978.6283089538216
418,418,2024-05-15 15:00:00+03:00,0.11727,1,0.11357,8616.9614242654,0.0,,,1,1010.5110662236035
419,419,2024-05-15 17:00:00+03:00,0.11769,0,0.11727,8616.9614242654,0.0,,,0,1014.130190021795
420,420,2024-05-15 19:00:00+03:00,0.11775,0,0.11767,8616.9614242654,0.0,,,0,1014.6472077072509
421,421,2024-05-15 21:00:00+03:00,0.11968,1,0.11773,0.0,1012.3187132111266,,2.0,1,1012.3187132111266
422,422,2024-05-15 23:00:00+03:00,0.11884,0,0.11967,0.0,1012.3187132111266,,,0,1012.3187132111266
423,423,2024-05-16 01:00:00+03:00,0.11937,0,0.11885,0.0,1012.3187132111266,,,0,1012.3187132111266
424,424,2024-05-16 03:00:00+03:00,0.12088,1,0.11936,8421.607826929374,0.0,-2.0,,1,1018.0039541192227
425,425,2024-05-16 05:00:00+03:00,0.12179,1,0.12088,8421.607826929374,0.0,,,1,1025.6676172417285
426,426,2024-05-16 07:00:00+03:00,0.12076,0,0.12179,8421.607826929374,0.0,,,0,1016.9933611799912
427,427,2024-05-16 09:00:00+03:00,0.12164,1,0.12077,8421.607826929374,0.0,,,1,1024.404376067689
428,428,2024-05-16 11:00:00+03:00,0.12152,0,0.12165,8421.607826929374,0.0,,,0,1023.3937831284576
429,429,2024-05-16 13:00:00+03:00,0.12048,0,0.12154,8421.607826929374,0.0,,,0,1014.635310988451
430,430,2024-05-16 15:00:00+03:00,0.11881,0,0.12043,8421.607826929374,0.0,,,0,1000.571225917479
431,431,2024-05-16 17:00:00+03:00,0.11774,0,0.1188,8421.607826929374,0.0,,,0,991.5601055426645
432,432,2024-05-16 19:00:00+03:00,0.11744,0,0.11773,8421.607826929374,0.0,,,0,989.0336231945857
433,433,2024-05-16 21:00:00+03:00,0.11779,0,0.11743,8421.607826929374,0.0,,,0,991.981185934011
434,434,2024-05-16 23:00:00+03:00,0.11796,0,0.11779,8421.607826929374,0.0,,,0,993.4128592645889
435,435,2024-05-17 01:00:00+03:00,0.11777,0,0.11797,8421.607826929374,0.0,,,0,991.8127537774724
436,436,2024-05-17 03:00:00+03:00,0.11697,0,0.11778,8421.607826929374,0.0,,,0,985.075467515929
437,437,2024-05-17 05:00:00+03:00,0.11554,0,0.11698,8421.607826929374,0.0,,,0,973.0325683234199
438,438,2024-05-17 07:00:00+03:00,0.11655,0,0.11552,0.0,987.603513421643,,2.0,0,987.603513421643
439,439,2024-05-17 09:00:00+03:00,0.1194,1,0.11655,8394.461215943013,0.0,-2.0,,1,1002.2986691835957
440,440,2024-05-17 11:00:00+03:00,0.11902,0,0.11939,8394.461215943013,0.0,,,0,999.1087739215374
441,441,2024-05-17 13:00:00+03:00,0.11884,0,0.11902,8394.461215943013,0.0,,,0,997.5977709026677
442,442,2024-05-17 15:00:00+03:00,0.11921,0,0.11885,8394.461215943013,0.0,,,0,1000.7037215525665
443,443,2024-05-17 17:00:00+03:00,0.12064,1,0.11923,8394.461215943013,0.0,,,1,1012.707801091365
444,444,2024-05-17 19:00:00+03:00,0.11998,0,0.12063,8394.461215943013,0.0,,,0,1007.1674566888427
445,445,2024-05-17 21:00:00+03:00,0.12048,0,0.11996,8394.461215943013,0.0,,,0,1011.3646872968142
446,446,2024-05-17 23:00:00+03:00,0.12071,0,0.12048,8394.461215943013,0.0,,,0,1013.2954133764811
447,447,2024-05-18 01:00:00+03:00,0.12074,1,0.1207,8394.461215943013,0.0,,,1,1013.5472472129593
448,448,2024-05-18 03:00:00+03:00,0.12193,0,0.12074,8394.461215943013,0.0,,,0,1023.5366560599315
449,449,2024-05-18 05:00:00+03:00,0.1225,1,0.12192,8394.461215943013,0.0,,,1,1028.321498953019
450,450,2024-05-18 07:00:00+03:00,0.1222,0,0.12249,8394.461215943013,0.0,,,0,1025.803160588236
451,451,2024-05-18 09:00:00+03:00,0.12095,1,0.12219,8394.461215943013,0.0,,,1,1015.3100840683073
452,452,2024-05-18 11:00:00+03:00,0.12187,1,0.12095,8394.461215943013,0.0,,,1,1023.032988386975
453,453,2024-05-18 13:00:00+03:00,0.12083,0,0.12188,8394.461215943013,0.0,,,0,1014.3027487223943
454,454,2024-05-18 15:00:00+03:00,0.11991,0,0.12083,8394.461215943013,0.0,,,0,1006.5798444037266
455,455,2024-05-18 17:00:00+03:00,0.12,1,0.1199,8394.461215943013,0.0,,,1,1007.3353459131615
456,456,2024-05-18 19:00:00+03:00,0.12043,0,0.12001,8394.461215943013,0.0,,,0,1010.944964236017
457,457,2024-05-18 21:00:00+03:00,0.12043,0,0.12043,8394.461215943013,0.0,,,0,1010.944964236017
458,458,2024-05-18 23:00:00+03:00,0.11993,0,0.12041,8394.461215943013,0.0,,,0,1006.7477336280455
459,459,2024-05-19 01:00:00+03:00,0.11947,1,0.11992,8394.461215943013,0.0,,,1,1002.8862814687118
460,460,2024-05-19 03:00:00+03:00,0.11905,1,0.11946,8394.461215943013,0.0,,,1,999.3606077580157
461,461,2024-05-19 05:00:00+03:00,0.11979,1,0.11908,8394.461215943013,0.0,,,1,1005.5725090578135
462,462,2024-05-19 07:00:00+03:00,0.11901,0,0.11978,8394.461215943013,0.0,,,0,999.024829309378
463,463,2024-05-19 09:00:00+03:00,0.11945,0,0.11903,8394.461215943013,0.0,,,0,1002.7183922443928
464,464,2024-05-19 11:00:00+03:00,0.1185,0,0.11945,8394.461215943013,0.0,,,0,994.7436540892469
465,465,2024-05-19 13:00:00+03:00,0.11822,0,0.11848,8394.461215943013,0.0,,,0,992.393204948783
466,466,2024-05-19 15:00:00+03:00,0.11704,0,0.11818,8394.461215943013,0.0,,,0,982.4877407139702
467,467,2024-05-19 17:00:00+03:00,0.11593,1,0.11706,8394.461215943013,0.0,,,1,973.1698887642735
468,468,2024-05-19 19:00:00+03:00,0.115,0,0.11592,8394.461215943013,0.0,,,0,965.3630398334465
469,469,2024-05-19 21:00:00+03:00,0.11532,0,0.115,8394.461215943013,0.0,,,0,968.0492674225483
470,470,2024-05-19 23:00:00+03:00,0.11476,0,0.11533,8394.461215943013,0.0,,,0,963.3483691416201
471,471,2024-05-20 01:00:00+03:00,0.11433,1,0.11476,8394.461215943013,0.0,,,1,959.7387508187646
472,472,2024-05-20 03:00:00+03:00,0.11522,0,0.11432,0.0,963.4916116590207,,2.0,0,963.4916116590207
473,473,2024-05-20 05:00:00+03:00,0.1154,1,0.11521,8322.538346926238,0.0,-2.0,,1,960.4209252352879
474,474,2024-05-20 07:00:00+03:00,0.1181,1,0.1154,8322.538346926238,0.0,,,1,982.8917787719887
475,475,2024-05-20 09:00:00+03:00,0.11664,0,0.11811,8322.538346926238,0.0,,,0,970.7408727854763
476,476,2024-05-20 11:00:00+03:00,0.11677,1,0.11664,8322.538346926238,0.0,,,1,971.8228027705768
477,477,2024-05-20 13:00:00+03:00,0.11686,0,0.11676,8322.538346926238,0.0,,,0,972.5718312218002
