,index,open_time,close,y_pred,open,qty,balance,buy,sell,strategy_signal,portfolio_value
478,478,2024-05-20 15:00:00+03:00,0.11777,1,0.11687,8322.538346926238,0.0,,,1,980.145341117503
479,479,2024-05-20 17:00:00+03:00,0.11923,1,0.11777,8322.538346926238,0.0,,,1,992.2962471040154
480,480,2024-05-20 19:00:00+03:00,0.11937,1,0.11924,8322.538346926238,0.0,,,1,993.4614024725851
481,481,2024-05-20 21:00:00+03:00,0.12168,1,0.11938,8322.538346926238,0.0,,,1,1012.6864660539846
482,482,2024-05-20 23:00:00+03:00,0.12277,0,0.12168,8322.538346926238,0.0,,,0,1021.7580328521343
483,483,2024-05-21 01:00:00+03:00,0.12503,0,0.12275,0.0,1007.1091943768829,,2.0,0,1007.1091943768829
484,484,2024-05-21 03:00:00+03:00,0.12487,0,0.12505,0.0,1007.1091943768829,,,0,1007.1091943768829
485,485,2024-05-21 05:00:00+03:00,0.12393,0,0.12485,0.0,1007.1091943768829,,,0,1007.1091943768829
486,486,2024-05-21 07:00:00+03:00,0.12547,1,0.12393,8069.81119305033,0.0,-2.0,,1,1012.5192103920249
487,487,2024-05-21 09:00:00+03:00,0.12548,0,0.12546,8069.81119305033,0.0,,,0,1012.5999085039555
488,488,2024-05-21 11:00:00+03:00,0.12591,0,0.1255,8069.81119305033,0.0,,,0,1016.069927316967
489,489,2024-05-21 13:00:00+03:00,0.1248,0,0.1259,8069.81119305033,0.0,,,0,1007.1124368926811
490,490,2024-05-21 15:00:00+03:00,0.12574,0,0.12484,8069.81119305033,0.0,,,0,1014.6980594141485
491,491,2024-05-21 17:00:00+03:00,0.12261,0,0.12575,8069.81119305033,0.0,,,0,989.439550379901
492,492,2024-05-21 19:00:00+03:00,0.1258,1,0.12261,8069.81119305033,0.0,,,1,1015.1822480857314
493,493,2024-05-21 21:00:00+03:00,0.12359,0,0.12575,8069.81119305033,0.0,,,0,997.3479653490904
494,494,2024-05-21 23:00:00+03:00,0.12423,1,0.12362,8069.81119305033,0.0,,,1,1002.5126445126424
495,495,2024-05-22 01:00:00+03:00,0.12448,1,0.12424,8069.81119305033,0.0,,,1,1004.530097310905
496,496,2024-05-22 03:00:00+03:00,0.12639,0,0.12449,8069.81119305033,0.0,,,0,1019.9434366896312
497,497,2024-05-22 05:00:00+03:00,0.12504,0,0.12638,8069.81119305033,0.0,,,0,1009.0491915790134
498,498,2024-05-22 07:00:00+03:00,0.12467,1,0.12505,8069.81119305033,0.0,,,1,1006.0633614375847
499,499,2024-05-22 09:00:00+03:00,0.12397,1,0.12467,8069.81119305033,0.0,,,1,1000.4144936024494
500,500,2024-05-22 11:00:00+03:00,0.12385,0,0.12396,8069.81119305033,0.0,,,0,999.4461162592834
501,501,2024-05-22 13:00:00+03:00,0.12258,1,0.12384,8069.81119305033,0.0,,,1,989.1974560441095
502,502,2024-05-22 15:00:00+03:00,0.12121,1,0.12256,8069.81119305033,0.0,,,1,978.1418147096305
503,503,2024-05-22 17:00:00+03:00,0.12321,1,0.12122,8069.81119305033,0.0,,,1,994.2814370957311
504,504,2024-05-22 19:00:00+03:00,0.12253,0,0.12322,0.0,982.5211589421432,,2.0,0,982.5211589421432
505,505,2024-05-22 21:00:00+03:00,0.12166,1,0.12251,7994.930633700374,0.0,-2.0,,1,972.6632608959875
506,506,2024-05-22 23:00:00+03:00,0.12246,1,0.12167,7994.930633700374,0.0,,,1,979.0592054029478
507,507,2024-05-23 01:00:00+03:00,0.12158,0,0.12245,7994.930633700374,0.0,,,0,972.0236664452914
508,508,2024-05-23 03:00:00+03:00,0.12197,0,0.12159,7994.930633700374,0.0,,,0,975.1416893924345
509,509,2024-05-23 05:00:00+03:00,0.1239,1,0.12199,7994.930633700374,0.0,,,1,990.5719055154763
510,510,2024-05-23 07:00:00+03:00,0.12213,0,0.1239,7994.930633700374,0.0,,,0,976.4208782938266
511,511,2024-05-23 09:00:00+03:00,0.12172,0,0.12213,7994.930633700374,0.0,,,0,973.1429567340094
512,512,2024-05-23 11:00:00+03:00,0.11895,0,0.12171,7994.930633700374,0.0,,,0,950.9969988786595
513,513,2024-05-23 13:00:00+03:00,0.12041,1,0.11895,7994.930633700374,0.0,,,1,962.669597603862
514,514,2024-05-23 15:00:00+03:00,0.11609,0,0.1204,0.0,958.5333174523655,,2.0,0,958.5333174523655
515,515,2024-05-23 17:00:00+03:00,0.1162,1,0.11608,8218.665313200492,0.0,-2.0,,1,955.0089093938972
516,516,2024-05-23 19:00:00+03:00,0.11511,0,0.1162,8218.665313200492,0.0,,,0,946.0505642025087
517,517,2024-05-23 21:00:00+03:00,0.11435,1,0.11511,8218.665313200492,0.0,,,1,939.8043785644762
518,518,2024-05-23 23:00:00+03:00,0.11712,1,0.11435,8218.665313200492,0.0,,,1,962.5700814820417
519,519,2024-05-24 01:00:00+03:00,0.11685,0,0.11712,8218.665313200492,0.0,,,0,960.3510418474775
520,520,2024-05-24 03:00:00+03:00,0.11807,1,0.11684,8218.665313200492,0.0,,,1,970.3778135295821
521,521,2024-05-24 05:00:00+03:00,0.11833,0,0.11807,8218.665313200492,0.0,,,0,972.5146665110143
522,522,2024-05-24 07:00:00+03:00,0.11634,0,0.11832,8218.665313200492,0.0,,,0,956.1595225377453
523,523,2024-05-24 09:00:00+03:00,0.11576,1,0.11631,8218.665313200492,0.0,,,1,951.392696656089
524,524,2024-05-24 11:00:00+03:00,0.11652,1,0.11576,8218.665313200492,0.0,,,1,957.6388822941213
525,525,2024-05-24 13:00:00+03:00,0.11683,1,0.11651,8218.665313200492,0.0,,,1,960.1866685412135
526,526,2024-05-24 15:00:00+03:00,0.11584,0,0.11681,8218.665313200492,0.0,,,0,952.050189881145
527,527,2024-05-24 17:00:00+03:00,0.11607,1,0.11585,8218.665313200492,0.0,,,1,953.9404829031812
528,528,2024-05-24 19:00:00+03:00,0.11617,0,0.11608,8218.665313200492,0.0,,,0,954.7623494345012
529,529,2024-05-24 21:00:00+03:00,0.11673,1,0.11619,8218.665313200492,0.0,,,1,959.3648020098934
530,530,2024-05-24 23:00:00+03:00,0.11681,0,0.11672,8218.665313200492,0.0,,,0,960.0222952349494
531,531,2024-05-25 01:00:00+03:00,0.11726,0,0.1168,8218.665313200492,0.0,,,0,963.7206946258898
532,532,2024-05-25 03:00:00+03:00,0.11853,0,0.11725,8218.665313200492,0.0,,,0,974.1583995736543
533,533,2024-05-25 05:00:00+03:00,0.11933,0,0.11853,8218.665313200492,0.0,,,0,980.7333318242148
534,534,2024-05-25 07:00:00+03:00,0.11943,0,0.11934,8218.665313200492,0.0,,,0,981.5551983555347
535,535,2024-05-25 09:00:00+03:00,0.11887,0,0.11944,8218.665313200492,0.0,,,0,976.9527457801425
536,536,2024-05-25 11:00:00+03:00,0.11885,1,0.11886,8218.665313200492,0.0,,,1,976.7883724738784
537,537,2024-05-25 13:00:00+03:00,0.11905,0,0.11884,8218.665313200492,0.0,,,0,978.4321055365186
538,538,2024-05-25 15:00:00+03:00,0.1182,0,0.11905,8218.665313200492,0.0,,,0,971.4462400202982
539,539,2024-05-25 17:00:00+03:00,0.1189,1,0.11821,8218.665313200492,0.0,,,1,977.1993057395385
540,540,2024-05-25 19:00:00+03:00,0.11835,0,0.1189,8218.665313200492,0.0,,,0,972.6790398172782
541,541,2024-05-25 21:00:00+03:00,0.13479,0,0.11836,8218.665313200492,0.0,,,0,1107.7938975662944
542,542,2024-05-25 23:00:00+03:00,0.13978,0,0.13479,8218.665313200492,0.0,,,0,1148.8050374791646
543,543,2024-05-26 01:00:00+03:00,0.1363,1,0.13977,0.0,1001.9264134000215,,2.0,1,1001.9264134000215
544,544,2024-05-26 03:00:00+03:00,0.1341,0,0.1363,0.0,1001.9264134000215,,,0,1001.9264134000215
545,545,2024-05-26 05:00:00+03:00,0.13561,0,0.1341,0.0,1001.9264134000215,,,0,1001.9264134000215
546,546,2024-05-26 07:00:00+03:00,0.13546,0,0.13563,0.0,1001.9264134000215,,,0,1001.9264134000215
547,547,2024-05-26 09:00:00+03:00,0.13742,0,0.13546,0.0,1001.9264134000215,,,0,1001.9264134000215
548,548,2024-05-26 11:00:00+03:00,0.13358,0,0.13742,0.0,1001.9264134000215,,,0,1001.9264134000215
549,549,2024-05-26 13:00:00+03:00,0.13473,1,0.13358,7453.985087360596,0.0,-2.0,,1,1004.2754108200929
550,550,2024-05-26 15:00:00+03:00,0.13507,0,0.13472,7453.985087360596,0.0,,,0,1006.8097657497956
551,551,2024-05-26 17:00:00+03:00,0.13449,0,0.13508,7453.985087360596,0.0,,,0,1002.4864543991265
552,552,2024-05-26 19:00:00+03:00,0.1332,0,0.13448,7453.985087360596,0.0,,,0,992.8708136364314
553,553,2024-05-26 21:00:00+03:00,0.13237,1,0.1332,7453.985087360596,0.0,,,1,986.6840060139219
554,554,2024-05-26 23:00:00+03:00,0.13432,0,0.13237,7453.985087360596,0.0,,,0,1001.2192769342752
555,555,2024-05-27 01:00:00+03:00,0.13407,0,0.13433,7453.985087360596,0.0,,,0,999.355780662435
556,556,2024-05-27 03:00:00+03:00,0.13358,1,0.13408,7453.985087360596,0.0,,,1,995.7033279696284
557,557,2024-05-27 05:00:00+03:00,0.13551,0,0.13358,7453.985087360596,0.0,,,0,1010.0895191882342
558,558,2024-05-27 07:00:00+03:00,0.13651,0,0.13552,7453.985087360596,0.0,,,0,1017.5435042755948
559,559,2024-05-27 09:00:00+03:00,0.13344,0,0.13649,7453.985087360596,0.0,,,0,994.6597700573978
560,560,2024-05-27 11:00:00+03:00,0.13447,1,0.13345,7453.985087360596,0.0,,,1,1002.3373746973793
561,561,2024-05-27 13:00:00+03:00,0.13262,0,0.13446,7453.985087360596,0.0,,,0,988.5475022857621
562,562,2024-05-27 15:00:00+03:00,0.13355,1,0.13264,7453.985087360596,0.0,,,1,995.4797084170076
563,563,2024-05-27 17:00:00+03:00,0.13596,1,0.13356,7453.985087360596,0.0,,,1,1013.4438124775465
564,564,2024-05-27 19:00:00+03:00,0.13539,0,0.13595,7453.985087360596,0.0,,,0,1009.1950409777511
565,565,2024-05-27 21:00:00+03:00,0.13397,0,0.1354,7453.985087360596,0.0,,,0,998.610382153699
566,566,2024-05-27 23:00:00+03:00,0.13614,1,0.13398,7453.985087360596,0.0,,,1,1014.7855297932715
567,567,2024-05-28 01:00:00+03:00,0.13765,0,0.13614,7453.985087360596,0.0,,,0,1026.041047275186
568,568,2024-05-28 03:00:00+03:00,0.13331,0,0.13765,7453.985087360596,0.0,,,0,993.6907519960411
569,569,2024-05-28 05:00:00+03:00,0.1394,1,0.13331,7453.985087360596,0.0,,,1,1039.085521178067
570,570,2024-05-28 07:00:00+03:00,0.13995,0,0.1394,7453.985087360596,0.0,,,0,1043.1852129761153
571,571,2024-05-28 09:00:00+03:00,0.14122,0,0.13995,7453.985087360596,0.0,,,0,1052.6517740370634
572,572,2024-05-28 11:00:00+03:00,0.14819,1,0.14125,7453.985087360596,0.0,,,1,1104.6060500959666
573,573,2024-05-28 13:00:00+03:00,0.1494,0,0.14818,0.0,1047.2841317667076,,2.0,0,1047.2841317667076
574,574,2024-05-28 15:00:00+03:00,0.14948,0,0.14943,0.0,1047.2841317667076,,,0,1047.2841317667076
575,575,2024-05-28 17:00:00+03:00,0.14914,1,0.14949,6977.4551811923275,0.0,-2.0,,1,1040.6176657230237
576,576,2024-05-28 19:00:00+03:00,0.14744,0,0.14914,6977.4551811923275,0.0,,,0,1028.7559919149967
577,577,2024-05-28 21:00:00+03:00,0.15287,1,0.14744,6977.4551811923275,0.0,,,1,1066.6435735488712
578,578,2024-05-28 23:00:00+03:00,0.15325,0,0.15286,6977.4551811923275,0.0,,,0,1069.2950065177242
579,579,2024-05-29 01:00:00+03:00,0.15414,0,0.15325,6977.4551811923275,0.0,,,0,1075.5049416289853
580,580,2024-05-29 03:00:00+03:00,0.14902,0,0.15414,6977.4551811923275,0.0,,,0,1039.7803711012807
581,581,2024-05-29 05:00:00+03:00,0.15136,1,0.14902,6977.4551811923275,0.0,,,1,1056.1076162252707
582,582,2024-05-29 07:00:00+03:00,0.15503,1,0.15137,6977.4551811923275,0.0,,,1,1081.7148767402466
583,583,2024-05-29 09:00:00+03:00,0.15521,0,0.15503,6977.4551811923275,0.0,,,0,1082.970818672861
584,584,2024-05-29 11:00:00+03:00,0.14922,1,0.15521,6977.4551811923275,0.0,,,1,1041.175862137519
585,585,2024-05-29 13:00:00+03:00,0.15315,0,0.14923,6977.4551811923275,0.0,,,0,1068.597260999605
586,586,2024-05-29 15:00:00+03:00,0.15413,0,0.15313,6977.4551811923275,0.0,,,0,1075.4351670771734
587,587,2024-05-29 17:00:00+03:00,0.15721,0,0.15414,6977.4551811923275,0.0,,,0,1096.9257290352457
588,588,2024-05-29 19:00:00+03:00,0.15967,1,0.15721,6977.4551811923275,0.0,,,1,1114.090268780979
589,589,2024-05-29 21:00:00+03:00,0.15789,0,0.15966,0.0,1094.6954208324455,,2.0,0,1094.6954208324455
590,590,2024-05-29 23:00:00+03:00,0.15688,1,0.15788,6911.271508363138,0.0,-2.0,,1,1084.2402742320091
591,591,2024-05-30 01:00:00+03:00,0.15443,0,0.15687,6911.271508363138,0.0,,,0,1067.3076590365195
592,592,2024-05-30 03:00:00+03:00,0.16289,1,0.15443,6911.271508363138,0.0,,,1,1125.7770159972717
593,593,2024-05-30 05:00:00+03:00,0.15771,1,0.16288,0.0,1067.9694056099256,,2.0,1,1067.9694056099256
594,594,2024-05-30 07:00:00+03:00,0.1528,0,0.15773,0.0,1067.9694056099256,,,0,1067.9694056099256
595,595,2024-05-30 09:00:00+03:00,0.14725,0,0.15281,0.0,1067.9694056099256,,,0,1067.9694056099256
596,596,2024-05-30 11:00:00+03:00,0.14611,1,0.14725,7231.322817569351,0.0,-2.0,,1,1056.5685768750577
597,597,2024-05-30 13:00:00+03:00,0.14473,1,0.1461,7231.322817569351,0.0,,,1,1046.5893513868123
598,598,2024-05-30 15:00:00+03:00,0.14706,1,0.14474,7231.322817569351,0.0,,,1,1063.4383335517487
599,599,2024-05-30 17:00:00+03:00,0.14508,0,0.14706,7231.322817569351,0.0,,,0,1049.1203143729613
600,600,2024-05-30 19:00:00+03:00,0.1471,1,0.14509,7231.322817569351,0.0,,,1,1063.7275864644516
601,601,2024-05-30 21:00:00+03:00,0.14625,0,0.1471,7231.322817569351,0.0,,,0,1057.5809620695175
602,602,2024-05-30 23:00:00+03:00,0.1459,0,0.14627,7231.322817569351,0.0,,,0,1055.0499990833684
603,603,2024-05-31 01:00:00+03:00,0.146,0,0.1459,7231.322817569351,0.0,,,0,1055.7731313651252
604,604,2024-05-31 03:00:00+03:00,0.14691,0,0.146,7231.322817569351,0.0,,,0,1062.3536351291134
605,605,2024-05-31 05:00:00+03:00,0.14594,1,0.14692,7231.322817569351,0.0,,,1,1055.339251996071
606,606,2024-05-31 07:00:00+03:00,0.14536,0,0.14589,7231.322817569351,0.0,,,0,1051.1450847618808
607,607,2024-05-31 09:00:00+03:00,0.14671,0,0.14536,7231.322817569351,0.0,,,0,1060.9073705655996
608,608,2024-05-31 11:00:00+03:00,0.14441,0,0.14672,7231.322817569351,0.0,,,0,1044.27532808519
609,609,2024-05-31 13:00:00+03:00,0.14462,1,0.14442,7231.322817569351,0.0,,,1,1045.7939058768795
610,610,2024-05-31 15:00:00+03:00,0.14253,0,0.14464,7231.322817569351,0.0,,,0,1030.6804411881596
611,611,2024-05-31 17:00:00+03:00,0.14154,0,0.14253,7231.322817569351,0.0,,,0,1023.521431598766
612,612,2024-05-31 19:00:00+03:00,0.14234,1,0.14153,0.0,1041.8957724189875,,2.0,1,1041.8957724189875
613,613,2024-05-31 21:00:00+03:00,0.14301,1,0.14234,7279.975584619665,0.0,-2.0,,1,1041.1093083564583
614,614,2024-05-31 23:00:00+03:00,0.14224,0,0.14304,7279.975584619665,0.0,,,0,1035.5037271563012
615,615,2024-06-01 01:00:00+03:00,0.14198,0,0.14226,7279.975584619665,0.0,,,0,1033.6109335043
616,616,2024-06-01 03:00:00+03:00,0.14319,0,0.14199,7279.975584619665,0.0,,,0,1042.41970396169
617,617,2024-06-01 05:00:00+03:00,0.1445,1,0.14321,7279.975584619665,0.0,,,1,1051.9564719775415
618,618,2024-06-01 07:00:00+03:00,0.14404,0,0.14447,7279.975584619665,0.0,,,0,1048.6076832086164
619,619,2024-06-01 09:00:00+03:00,0.14479,0,0.14405,7279.975584619665,0.0,,,0,1054.0676648970814
620,620,2024-06-01 11:00:00+03:00,0.14502,0,0.1448,7279.975584619665,0.0,,,0,1055.7420592815438
621,621,2024-06-01 13:00:00+03:00,0.1509,0,0.14503,7279.975584619665,0.0,,,0,1098.5483157191074
622,622,2024-06-01 15:00:00+03:00,0.15139,1,0.15091,7279.975584619665,0.0,,,1,1102.1155037555711
623,623,2024-06-01 17:00:00+03:00,0.15223,0,0.15138,0.0,1089.0631035152574,,2.0,0,1089.0631035152574
624,624,2024-06-01 19:00:00+03:00,0.15116,1,0.15223,7131.8961132343875,0.0,-2.0,,1,1078.0574164765098
625,625,2024-06-01 21:00:00+03:00,0.15122,0,0.15116,7131.8961132343875,0.0,,,0,1078.4853302433041
626,626,2024-06-01 23:00:00+03:00,0.15293,1,0.15123,7131.8961132343875,0.0,,,1,1090.680872596935
627,627,2024-06-02 01:00:00+03:00,0.15109,0,0.15293,7131.8961132343875,0.0,,,0,1077.5581837485836
628,628,2024-06-02 03:00:00+03:00,0.15093,1,0.15108,7131.8961132343875,0.0,,,1,1076.4170803704662
629,629,2024-06-02 05:00:00+03:00,0.14823,0,0.15093,7131.8961132343875,0.0,,,0,1057.1609608647332
630,630,2024-06-02 07:00:00+03:00,0.14683,0,0.14822,7131.8961132343875,0.0,,,0,1047.176306306205
631,631,2024-06-02 09:00:00+03:00,0.14471,0,0.14683,0.0,1062.4745731584499,,2.0,0,1062.4745731584499
632,632,2024-06-02 11:00:00+03:00,0.14425,1,0.1447,7314.109934162485,0.0,-2.0,,1,1055.0603580029383
633,633,2024-06-02 13:00:00+03:00,0.14488,1,0.14426,7314.109934162485,0.0,,,1,1059.668247261461
634,634,2024-06-02 15:00:00+03:00,0.14454,0,0.14487,7314.109934162485,0.0,,,0,1057.1814498838455
635,635,2024-06-02 17:00:00+03:00,0.1444,1,0.14453,7314.109934162485,0.0,,,1,1056.1574744930629
636,636,2024-06-02 19:00:00+03:00,0.14151,0,0.1444,7314.109934162485,0.0,,,0,1035.0196967833333
637,637,2024-06-02 21:00:00+03:00,0.14191,1,0.14151,7314.109934162485,0.0,,,1,1037.9453407569983
638,638,2024-06-02 23:00:00+03:00,0.14125,1,0.1419,0.0,1036.5350688276521,,2.0,1,1036.5350688276521
639,639,2024-06-03 01:00:00+03:00,0.14173,0,0.14125,0.0,1036.5350688276521,,,0,1036.5350688276521
640,640,2024-06-03 03:00:00+03:00,0.14642,1,0.14174,7232.265139322155,0.0,-2.0,,1,1058.94826169955
641,641,2024-06-03 05:00:00+03:00,0.14845,0,0.14641,7232.265139322155,0.0,,,0,1073.6297599323739
642,642,2024-06-03 07:00:00+03:00,0.14578,0,0.14844,7232.265139322155,0.0,,,0,1054.3196120103837
643,643,2024-06-03 09:00:00+03:00,0.14604,1,0.14578,7232.265139322155,0.0,,,1,1056.2000009466076
644,644,2024-06-03 11:00:00+03:00,0.14358,0,0.14605,7232.265139322155,0.0,,,0,1038.4086287038751
645,645,2024-06-03 13:00:00+03:00,0.14284,0,0.14359,7232.265139322155,0.0,,,0,1033.0567525007766
646,646,2024-06-03 15:00:00+03:00,0.14362,1,0.14285,7232.265139322155,0.0,,,1,1038.6979193094478
647,647,2024-06-03 17:00:00+03:00,0.14503,0,0.14365,7232.265139322155,0.0,,,0,1048.8954131558921
648,648,2024-06-03 19:00:00+03:00,0.14434,0,0.14502,7232.265139322155,0.0,,,0,1043.9051502097598
649,649,2024-06-03 21:00:00+03:00,0.14449,1,0.14435,7232.265139322155,0.0,,,1,1044.9899899806583
650,650,2024-06-03 23:00:00+03:00,0.14408,0,0.14448,7232.265139322155,0.0,,,0,1042.0247612735361
651,651,2024-06-04 01:00:00+03:00,0.14499,0,0.14407,7232.265139322155,0.0,,,0,1048.6061225503192
652,652,2024-06-04 03:00:00+03:00,0.14384,1,0.145,7232.265139322155,0.0,,,1,1040.2890176400988
653,653,2024-06-04 05:00:00+03:00,0.14329,0,0.14384,7232.265139322155,0.0,,,0,1036.3112718134716
654,654,2024-06-04 07:00:00+03:00,0.14333,1,0.14328,7232.265139322155,0.0,,,1,1036.6005624190445
655,655,2024-06-04 09:00:00+03:00,0.14401,0,0.14336,7232.265139322155,0.0,,,0,1041.5185027137836
656,656,2024-06-04 11:00:00+03:00,0.14338,0,0.14401,7232.265139322155,0.0,,,0,1036.9621756760107
657,657,2024-06-04 13:00:00+03:00,0.14744,1,0.14338,7232.265139322155,0.0,,,1,1066.3251721416584
658,658,2024-06-04 15:00:00+03:00,0.14515,0,0.14744,7232.265139322155,0.0,,,0,1049.7632849726108
659,659,2024-06-04 17:00:00+03:00,0.14693,0,0.14518,7232.265139322155,0.0,,,0,1062.6367169206042
660,660,2024-06-04 19:00:00+03:00,0.14566,0,0.14693,7232.265139322155,0.0,,,0,1053.4517401936653
661,661,2024-06-04 21:00:00+03:00,0.14561,0,0.14567,7232.265139322155,0.0,,,0,1053.0901269366989
662,662,2024-06-04 23:00:00+03:00,0.14498,0,0.14559,7232.265139322155,0.0,,,0,1048.533799898926
663,663,2024-06-05 01:00:00+03:00,0.14485,1,0.14497,7232.265139322155,0.0,,,1,1047.5936054308143
664,664,2024-06-05 03:00:00+03:00,0.14572,1,0.14485,7232.265139322155,0.0,,,1,1053.8856761020243
665,665,2024-06-05 05:00:00+03:00,0.14465,0,0.14573,7232.265139322155,0.0,,,0,1046.1471524029498
666,666,2024-06-05 07:00:00+03:00,0.14513,1,0.14462,7232.265139322155,0.0,,,1,1049.6186396698245
667,667,2024-06-05 09:00:00+03:00,0.14511,1,0.14512,7232.265139322155,0.0,,,1,1049.473994367038
668,668,2024-06-05 11:00:00+03:00,0.1443,0,0.14511,7232.265139322155,0.0,,,0,1043.615859604187
669,669,2024-06-05 13:00:00+03:00,0.14427,1,0.14429,7232.265139322155,0.0,,,1,1043.3988916500073
670,670,2024-06-05 15:00:00+03:00,0.1432,0,0.14427,7232.265139322155,0.0,,,0,1035.6603679509326
671,671,2024-06-05 17:00:00+03:00,0.14379,1,0.14317,7232.265139322155,0.0,,,1,1039.9274043831326
672,672,2024-06-05 19:00:00+03:00,0.14486,1,0.14378,7232.265139322155,0.0,,,1,1047.6659280822073
673,673,2024-06-05 21:00:00+03:00,0.14584,0,0.14487,7232.265139322155,0.0,,,0,1054.7535479187432
674,674,2024-06-05 23:00:00+03:00,0.1462,0,0.14584,7232.265139322155,0.0,,,0,1057.3571633688991
675,675,2024-06-06 01:00:00+03:00,0.14673,1,0.1462,7232.265139322155,0.0,,,1,1061.1902638927397
676,676,2024-06-06 03:00:00+03:00,0.1456,0,0.14673,7232.265139322155,0.0,,,0,1053.0178042853058
677,677,2024-06-06 05:00:00+03:00,0.14523,0,0.14561,7232.265139322155,0.0,,,0,1050.3418661837566
678,678,2024-06-06 07:00:00+03:00,0.14444,0,0.14523,7232.265139322155,0.0,,,0,1044.628376723692
679,679,2024-06-06 09:00:00+03:00,0.14326,1,0.14443,7232.265139322155,0.0,,,1,1036.0943038592918
680,680,2024-06-06 11:00:00+03:00,0.14415,1,0.14325,7232.265139322155,0.0,,,1,1042.5310198332886
681,681,2024-06-06 13:00:00+03:00,0.14381,1,0.14415,7232.265139322155,0.0,,,1,1040.072049685919
682,682,2024-06-06 15:00:00+03:00,0.1439,0,0.14382,7232.265139322155,0.0,,,0,1040.722953548458
683,683,2024-06-06 17:00:00+03:00,0.14407,1,0.14392,7232.265139322155,0.0,,,1,1041.9524386221428
684,684,2024-06-06 19:00:00+03:00,0.14431,0,0.14407,7232.265139322155,0.0,,,0,1043.6881822555802
685,685,2024-06-06 21:00:00+03:00,0.14142,0,0.14434,7232.265139322155,0.0,,,0,1022.7869360029391
686,686,2024-06-06 23:00:00+03:00,0.13765,1,0.14141,7232.265139322155,0.0,,,1,995.5212964276946
687,687,2024-06-07 01:00:00+03:00,0.13731,1,0.13764,7232.265139322155,0.0,,,1,993.062326280325
688,688,2024-06-07 03:00:00+03:00,0.13952,0,0.1373,0.0,1011.2287477975692,,2.0,0,1011.2287477975692
689,689,2024-06-07 05:00:00+03:00,0.13886,0,0.13952,0.0,1011.2287477975692,,,0,1011.2287477975692
690,690,2024-06-07 07:00:00+03:00,0.13945,1,0.13885,7243.85276270044,0.0,-2.0,,1,1010.1552677585762
691,691,2024-06-07 09:00:00+03:00,0.13899,0,0.13945,7243.85276270044,0.0,,,0,1006.8230954877341
692,692,2024-06-07 11:00:00+03:00,0.13874,0,0.13899,7243.85276270044,0.0,,,0,1005.012132297059
693,693,2024-06-07 13:00:00+03:00,0.13883,1,0.13874,7243.85276270044,0.0,,,1,1005.6640790457021
694,694,2024-06-07 15:00:00+03:00,0.13833,0,0.13883,7243.85276270044,0.0,,,0,1002.0421526643519
695,695,2024-06-07 17:00:00+03:00,0.1374,0,0.13833,7243.85276270044,0.0,,,0,995.3053695950404
696,696,2024-06-07 19:00:00+03:00,0.13345,0,0.1374,7243.85276270044,0.0,,,0,966.6921511823738
697,697,2024-06-07 21:00:00+03:00,0.12423,0,0.13342,7243.85276270044,0.0,,,0,899.9038287102755
698,698,2024-06-07 23:00:00+03:00,0.1252,1,0.12423,0.0,986.5401540638304,,2.0,1,986.5401540638304
699,699,2024-06-08 01:00:00+03:00,0.12443,1,0.1252,7853.915546043402,0.0,-2.0,,1,977.2627113941805
700,700,2024-06-08 03:00:00+03:00,0.12453,0,0.12443,7853.915546043402,0.0,,,0,978.0481029487848
701,701,2024-06-08 05:00:00+03:00,0.1237,0,0.12453,7853.915546043402,0.0,,,0,971.5293530455689
702,702,2024-06-08 07:00:00+03:00,0.12239,0,0.1237,7853.915546043402,0.0,,,0,961.240723680252
703,703,2024-06-08 09:00:00+03:00,0.12323,1,0.12239,7853.915546043402,0.0,,,1,967.8380127389285
704,704,2024-06-08 11:00:00+03:00,0.12274,0,0.12323,0.0,962.4542089031323,,2.0,0,962.4542089031323
705,705,2024-06-08 13:00:00+03:00,0.11856,0,0.12274,0.0,962.4542089031323,,,0,962.4542089031323
706,706,2024-06-08 15:00:00+03:00,0.11921,1,0.11856,8072.484328612926,0.0,-2.0,,1,962.3208568139469
707,707,2024-06-08 17:00:00+03:00,0.11832,0,0.11921,8072.484328612926,0.0,,,0,955.1363457614814
708,708,2024-06-08 19:00:00+03:00,0.1176,0,0.11832,8072.484328612926,0.0,,,0,949.32415704488
709,709,2024-06-08 21:00:00+03:00,0.11763,0,0.1176,8072.484328612926,0.0,,,0,949.5663315747385
710,710,2024-06-08 23:00:00+03:00,0.11649,0,0.11763,8072.484328612926,0.0,,,0,940.3636994401197
711,711,2024-06-09 01:00:00+03:00,0.11723,1,0.11649,8072.484328612926,0.0,,,1,946.3373378432933
712,712,2024-06-09 03:00:00+03:00,0.11987,1,0.11723,8072.484328612926,0.0,,,1,967.6486964708315
713,713,2024-06-09 05:00:00+03:00,0.118,0,0.11988,8072.484328612926,0.0,,,0,952.5531507763252
714,714,2024-06-09 07:00:00+03:00,0.11932,1,0.11801,8072.484328612926,0.0,,,1,963.2088300900944
715,715,2024-06-09 09:00:00+03:00,0.12011,0,0.11932,8072.484328612926,0.0,,,0,969.5860927096985
716,716,2024-06-09 11:00:00+03:00,0.12017,1,0.12011,8072.484328612926,0.0,,,1,970.0704417694153
717,717,2024-06-09 13:00:00+03:00,0.12049,0,0.12017,8072.484328612926,0.0,,,0,972.6536367545715
